timestamp,bid_price,bid_size,ask_price,ask_size,market_id
2025-09-15T22:56:16.754596,4510.49,7.8173,4510.51,0.1637,0
2025-09-15T22:56:16.756711,4510.49,7.8173,4510.51,0.1637,0
2025-09-15T22:56:16.758566,4510.49,7.8173,4510.51,0.1637,0
2025-09-15T22:56:16.762752,4510.49,7.8173,4510.52,0.7643,0
2025-09-15T22:56:16.764336,4510.49,7.8173,4510.52,0.7643,0
2025-09-15T22:56:16.765880,4510.49,7.8173,4510.52,0.7643,0
2025-09-15T22:56:16.767831,4510.49,7.8173,4510.52,0.7643,0
2025-09-15T22:56:16.769535,4510.49,0.6674,4510.52,0.7643,0
2025-09-15T22:56:16.780510,4510.49,0.6674,4510.52,0.7643,0
2025-09-15T22:56:16.781953,4510.14,5.6255,4510.52,0.7643,0
2025-09-15T22:56:16.784004,4510.14,5.6255,4510.52,0.7643,0
2025-09-15T22:56:16.785597,4510.14,5.6255,4510.52,0.7643,0
2025-09-15T22:56:16.787274,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.788878,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.791127,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.794873,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.797047,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.799129,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.801517,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.803866,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.806370,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.808968,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.812626,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.815030,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.818083,4510.14,5.6255,4510.58,0.6679,0
2025-09-15T22:56:16.820046,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.822307,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.824747,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.828095,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.841857,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.848268,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.852747,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.854889,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.858793,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.863825,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.865921,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.870251,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.879451,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.884190,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.888026,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.890346,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.891894,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:16.897689,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.044650,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.051142,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.057425,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.064166,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.067637,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.073188,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.075428,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.080088,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.082135,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.084450,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.086502,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.091003,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.094704,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.096835,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.099066,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.103026,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.105078,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.108742,4510.14,5.6255,4511.79,31.5583,0
2025-09-15T22:56:17.112720,4510.14,5.6255,4511.8,0.0457,0
2025-09-15T22:56:17.124246,4510.14,5.6255,4511.8,0.0457,0
2025-09-15T22:56:17.128902,4510.14,5.6255,4511.8,0.0457,0
2025-09-15T22:56:17.130681,4510.14,5.6255,4511.8,0.0457,0
