timestamp,bid_price,bid_size,ask_price,ask_size,market_id
2025-09-15T22:56:16.839832,115303.2,0.1,115303.3,0.00216,1
2025-09-15T22:56:16.846042,115303.2,0.1,115303.3,0.00216,1
2025-09-15T22:56:16.850565,115303.2,0.1,115303.3,0.00216,1
2025-09-15T22:56:16.856787,115303.2,0.1,115303.3,0.00216,1
2025-09-15T22:56:16.861831,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.868015,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.872272,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.873987,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.876496,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.882168,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.886028,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:16.895315,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:17.041139,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:17.046545,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:17.049238,115303.2,0.14754,115303.3,0.00216,1
2025-09-15T22:56:17.053144,115303.2,0.04754,115303.3,0.00216,1
2025-09-15T22:56:17.055343,115303.2,0.04754,115303.3,0.00216,1
2025-09-15T22:56:17.059201,115303.2,0.04754,115303.3,0.00216,1
2025-09-15T22:56:17.066010,115303.2,0.04754,115303.3,0.00216,1
2025-09-15T22:56:17.069416,115303.2,0.04754,115303.3,0.00216,1
2025-09-15T22:56:17.071196,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.088565,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.101096,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.106832,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.114510,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.132557,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.136590,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.144495,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.151210,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.154964,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.162695,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.171405,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.187550,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.189672,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.197072,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.216105,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.228225,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.235432,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.240182,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.245706,115303.2,0.04996,115303.3,0.00216,1
2025-09-15T22:56:17.249692,115303.2,0.04857,115303.3,0.00216,1
2025-09-15T22:56:17.264137,115303.2,0.04857,115303.3,0.00216,1
2025-09-15T22:56:17.266263,115303.2,0.00242,115303.3,0.00216,1
2025-09-15T22:56:17.270380,115303.2,0.00242,115303.3,0.00216,1
2025-09-15T22:56:17.274733,115303.2,0.00242,115303.3,0.00216,1
2025-09-15T22:56:17.282649,115303.2,0.00242,115303.3,0.00216,1
2025-09-15T22:56:17.291557,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.301542,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.308156,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.323266,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.332318,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.336500,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.356766,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.397373,115300.1,0.0002,115303.3,0.00216,1
2025-09-15T22:56:17.413325,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.428768,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.449658,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.510725,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.550869,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.580743,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.589449,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.641374,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.695319,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.702883,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.709035,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.712464,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.775862,115297.1,2.18171,115303.3,0.00216,1
2025-09-15T22:56:17.875242,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:17.886387,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:17.928184,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:17.951950,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:17.977535,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:18.054368,115296.0,2.23932,115303.3,0.00216,1
2025-09-15T22:56:18.062666,115296.0,2.23932,115303.3,0.00042,1
2025-09-15T22:56:18.085469,115296.0,2.23932,115303.3,0.00042,1
2025-09-15T22:56:18.093144,115296.0,2.23932,115303.3,0.00042,1
2025-09-15T22:56:18.098936,115296.0,2.23932,115303.3,0.00042,1
2025-09-15T22:56:18.103020,115296.0,2.23932,115303.3,0.00042,1
2025-09-15T22:56:18.219643,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.264468,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.278489,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.323692,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.330905,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.342188,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.346424,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.396281,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.398904,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.432001,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.439070,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.469471,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.506209,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.533279,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.544120,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.708325,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.731097,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:18.895925,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.033222,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.037772,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.048693,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.207502,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.212075,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T22:56:19.264730,115296.0,2.23932,115311.8,0.06133,1
2025-09-15T23:04:55.970612,115306.5,2.47399,115307.7,0.03497,1
2025-09-15T23:04:55.972064,115306.5,2.47399,115307.7,0.03497,1
2025-09-15T23:04:55.973635,115306.5,2.47399,115307.7,0.03497,1
2025-09-15T23:04:55.977622,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.978931,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.980217,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.981717,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.983606,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.984685,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.988969,115306.5,2.47499,115307.7,0.03497,1
2025-09-15T23:04:55.990144,115306.5,2.47499,115307.8,0.00108,1
2025-09-15T23:04:55.991417,115306.5,2.47499,115307.8,0.00108,1
2025-09-15T23:04:55.992597,115306.5,2.47499,115307.8,0.00108,1
2025-09-15T23:04:55.993824,115306.5,2.47499,115307.8,0.00108,1
